p4_4,origin_country_code,age,destination_country_code,year,p4_9,p4_9c,year_return,cond_resid,doc_mig,ent,tam_loc,tpo_mig,fac_hog,sex,motive,category,status,socioeconomic_level,origin_country,destination_country
1,16,1,301,18,1,6,2023,2,,6,1,,124,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,6,1,201,31,1,6,2023,2,1.0,6,1,,126,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,6,1,419,31,1,6,2022,1,,6,1,2.0,111,Male,Job search,Economic,Established,Upper-Middle,Mexico,Bahamas
1,6,2,301,22,1,6,2023,1,1.0,6,1,3.0,111,Female,Job search,Economic,Established,Upper-Middle,Mexico,United States
1,6,1,101,35,1,6,2023,2,1.0,6,1,,111,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Mexico
1,6,1,101,55,1,6,2023,2,1.0,6,1,,50,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Mexico
1,6,1,301,21,1,6,2023,2,,6,1,,50,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,6,1,101,44,1,6,2020,1,1.0,6,1,14.0,108,Male,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
1,6,1,301,29,1,6,2022,2,1.0,6,1,,90,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,6,2,301,24,1,6,2019,2,1.0,6,1,,100,Female,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,14,2,101,34,1,6,2018,1,1.0,6,1,14.0,106,Female,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
1,14,1,301,8,1,6,2018,1,1.0,6,1,14.0,106,Male,Job search,Economic,Established,Upper-Middle,Mexico,United States
1,14,1,101,32,1,6,2022,1,1.0,6,1,1.0,131,Male,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
1,221,2,301,16,1,6,2023,2,1.0,6,1,,195,Female,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,221,1,301,15,1,6,2023,2,1.0,6,1,,92,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,6,1,101,35,1,6,2019,1,1.0,6,1,15.0,96,Male,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
1,6,2,501,51,1,6,2022,2,2.0,6,2,,44,Female,Job search,Economic,Returned,Middle,Mexico,Colombia
1,6,1,101,27,1,6,2021,1,1.0,6,2,6.0,39,Male,Job search,Economic,Established,Middle,Mexico,Mexico
1,6,1,201,36,1,6,2023,2,1.0,6,2,,53,Male,Job search,Economic,Returned,Middle,Mexico,Guatemala
1,6,1,101,78,1,6,2023,1,1.0,6,2,5.0,37,Male,Job search,Economic,Established,Middle,Mexico,Mexico
1,6,1,301,23,1,6,2021,2,2.0,6,2,,60,Male,Job search,Economic,Returned,Middle,Mexico,United States
1,6,1,201,28,1,6,2020,2,2.0,6,2,,54,Male,Job search,Economic,Returned,Middle,Mexico,Guatemala
1,16,1,101,60,1,6,2021,1,1.0,6,2,6.0,51,Male,Job search,Economic,Established,Middle,Mexico,Mexico
1,6,1,301,20,1,6,2020,2,1.0,6,2,,51,Male,Job search,Economic,Returned,Middle,Mexico,United States
1,6,1,401,76,1,6,2023,2,1.0,6,2,,58,Male,Job search,Economic,Returned,Middle,Mexico,Cuba
1,6,1,201,46,1,6,2023,2,1.0,6,2,,73,Male,Job search,Economic,Returned,Middle,Mexico,Guatemala
1,14,1,301,37,1,6,2022,2,2.0,6,2,,58,Male,Job search,Economic,Returned,Middle,Mexico,United States
1,6,2,418,27,1,6,2023,2,2.0,6,2,,58,Female,Job search,Economic,Returned,Middle,Mexico,Other Caribbean
1,6,2,408,12,1,6,2023,2,2.0,6,2,,58,Female,Job search,Economic,Returned,Middle,Mexico,Haiti
1,6,1,201,38,1,6,2022,1,1.0,6,2,5.0,73,Male,Job search,Economic,Established,Middle,Mexico,Guatemala
1,6,1,303,20,1,6,2023,2,1.0,6,2,,73,Male,Job search,Economic,Returned,Middle,Mexico,Puerto Rico
1,6,1,101,28,1,6,2022,2,1.0,6,2,,47,Male,Job search,Economic,Returned,Middle,Mexico,Mexico
1,221,1,418,38,1,6,2023,2,1.0,6,3,,53,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Other Caribbean
1,6,1,301,20,1,6,2019,1,2.0,6,3,33.0,64,Male,Job search,Economic,Established,Lower-Middle,Mexico,United States
1,14,1,301,23,1,6,2022,2,,6,3,,65,Male,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,6,2,301,2,1,6,2021,2,,6,3,,64,Female,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,6,2,301,22,1,6,2023,2,,6,3,,64,Female,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,6,2,301,20,1,6,2022,1,,6,3,5.0,52,Female,Job search,Economic,Established,Lower-Middle,Mexico,United States
1,221,2,301,19,1,6,2023,2,1.0,6,3,,52,Female,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,221,1,201,26,1,6,2021,1,1.0,6,3,6.0,52,Male,Job search,Economic,Established,Lower-Middle,Mexico,Guatemala
1,6,1,101,27,1,6,2023,1,1.0,6,3,5.0,52,Male,Job search,Economic,Established,Lower-Middle,Mexico,Mexico
1,6,1,201,25,1,6,2023,2,,6,3,,52,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,8,2,201,50,1,6,2023,2,1.0,6,3,,60,Female,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,6,1,301,24,1,6,2023,2,1.0,6,3,,57,Male,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,6,1,301,18,1,6,2019,2,1.0,6,3,,59,Male,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,6,2,201,62,1,6,2023,2,1.0,6,3,,50,Female,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,6,1,301,24,1,6,2023,2,1.0,6,3,,60,Male,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,6,1,301,20,1,6,2020,2,1.0,6,3,,53,Male,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,6,1,301,19,1,6,2023,2,1.0,6,3,,53,Male,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,7,1,201,31,1,6,2022,2,2.0,6,3,,58,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,6,2,201,63,1,6,2023,2,1.0,6,3,,46,Female,Job search,Economic,Returned,Lower-Middle,Mexico,Guatemala
1,221,1,301,26,1,6,2018,2,1.0,6,3,,46,Male,Job search,Economic,Returned,Lower-Middle,Mexico,United States
1,6,1,301,24,1,6,2022,1,,6,1,12.0,49,Male,Job search,Economic,Established,Upper-Middle,Mexico,United States
1,6,2,401,49,1,6,2022,2,2.0,6,4,,56,Female,Job search,Economic,Returned,Low,Mexico,Cuba
1,6,1,418,33,1,6,2020,2,2.0,6,4,,56,Male,Job search,Economic,Returned,Low,Mexico,Other Caribbean
1,221,1,201,34,1,6,2022,2,2.0,6,4,,56,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,6,1,201,28,1,6,2023,2,2.0,6,4,,65,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,6,1,301,39,1,6,2023,1,1.0,6,4,3.0,49,Male,Job search,Economic,Established,Low,Mexico,United States
1,16,1,101,34,1,6,2023,2,1.0,6,4,,49,Male,Job search,Economic,Returned,Low,Mexico,Mexico
1,16,1,418,36,1,6,2022,1,1.0,6,4,4.0,49,Male,Job search,Economic,Established,Low,Mexico,Other Caribbean
1,6,1,301,25,1,6,2023,2,1.0,6,4,,49,Male,Job search,Economic,Returned,Low,Mexico,United States
1,221,1,301,21,1,6,2022,2,1.0,6,4,,49,Male,Job search,Economic,Returned,Low,Mexico,United States
1,6,1,101,40,1,6,2023,2,1.0,6,4,,87,Male,Job search,Economic,Returned,Low,Mexico,Mexico
1,6,1,201,35,1,6,2023,2,1.0,6,4,,108,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,6,1,201,26,1,6,2023,2,1.0,6,4,,108,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,221,2,301,17,1,6,2021,2,1.0,6,4,,108,Female,Job search,Economic,Returned,Low,Mexico,United States
1,6,1,101,28,1,6,2023,1,1.0,6,4,6.0,108,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,6,1,301,26,1,6,2023,2,1.0,6,4,,108,Male,Job search,Economic,Returned,Low,Mexico,United States
1,6,1,501,60,1,6,2020,2,1.0,6,4,,47,Male,Job search,Economic,Returned,Low,Mexico,Colombia
1,6,1,101,25,1,6,2023,1,,6,4,1.0,64,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,6,1,301,26,1,6,2023,2,1.0,6,4,,53,Male,Job search,Economic,Returned,Low,Mexico,United States
1,6,2,101,38,1,6,2022,1,1.0,6,4,3.0,53,Female,Job search,Economic,Established,Low,Mexico,Mexico
1,16,1,101,28,1,6,2021,1,1.0,6,4,7.0,53,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,6,1,201,43,1,6,2023,2,1.0,6,4,,58,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,6,1,418,35,1,6,2023,2,1.0,6,4,,72,Male,Job search,Economic,Returned,Low,Mexico,Other Caribbean
1,6,1,201,50,1,6,2023,2,1.0,6,4,,72,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,221,1,301,24,1,6,2022,2,1.0,6,4,,50,Male,Job search,Economic,Returned,Low,Mexico,United States
1,6,1,201,26,1,6,2023,2,,6,4,,50,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,6,1,201,36,1,6,2023,2,1.0,6,4,,50,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,6,1,101,30,1,6,2022,1,1.0,6,4,15.0,65,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,7,1,201,30,1,7,2022,2,2.0,7,1,,645,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,221,2,301,36,1,7,2023,2,2.0,7,1,,818,Female,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,22,1,301,27,1,22,2022,2,2.0,22,4,,276,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,418,29,1,22,2022,2,2.0,22,4,,276,Male,Job search,Economic,Returned,Low,Mexico,Other Caribbean
1,22,1,301,18,1,22,2020,2,2.0,22,4,,276,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,201,32,1,22,2020,2,2.0,22,4,,186,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,2,201,35,1,22,2021,1,1.0,22,4,1.0,329,Female,Job search,Economic,Established,Low,Mexico,Guatemala
1,22,1,201,39,1,22,2018,2,2.0,22,4,,329,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,301,26,1,22,2019,9,1.0,22,4,,158,Male,Job search,Economic,Established,Low,Mexico,United States
1,22,1,201,27,1,22,2019,2,2.0,22,4,,201,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,301,22,1,22,2023,2,2.0,22,4,,201,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,418,25,1,22,2021,2,2.0,22,4,,201,Male,Job search,Economic,Returned,Low,Mexico,Other Caribbean
1,22,1,301,14,1,22,2023,2,,22,4,,286,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,301,24,1,22,2023,2,1.0,22,4,,195,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,301,30,1,22,2023,2,1.0,22,4,,195,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,101,31,1,22,2019,1,1.0,22,4,5.0,504,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,22,1,201,37,1,22,2023,2,1.0,22,4,,275,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,301,22,1,22,2023,2,1.0,22,4,,275,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,101,55,1,22,2022,1,1.0,22,4,12.0,275,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,22,1,201,31,1,22,2023,2,1.0,22,4,,275,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,201,43,1,22,2023,2,1.0,22,4,,319,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,221,1,201,53,1,22,2023,2,1.0,22,4,,319,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,101,37,1,22,2018,1,2.0,22,4,52.0,319,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,22,1,101,20,1,22,2019,1,1.0,22,4,17.0,319,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,22,1,201,27,1,22,2019,2,1.0,22,4,,319,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,101,23,1,22,2023,2,1.0,22,4,,319,Male,Job search,Economic,Returned,Low,Mexico,Mexico
1,22,1,101,23,1,22,2022,2,1.0,22,4,,386,Male,Job search,Economic,Returned,Low,Mexico,Mexico
1,22,1,301,20,1,22,2022,2,2.0,22,4,,386,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,301,18,1,22,2022,2,2.0,22,4,,386,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,418,24,1,22,2022,2,2.0,22,4,,386,Male,Job search,Economic,Returned,Low,Mexico,Other Caribbean
1,22,1,301,27,1,22,2022,2,2.0,22,4,,344,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,101,27,1,22,2021,1,2.0,22,4,12.0,401,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,22,1,201,32,1,22,2023,2,2.0,22,4,,634,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,221,1,301,17,1,22,2023,2,1.0,22,4,,634,Male,Job search,Economic,Returned,Low,Mexico,United States
1,221,2,301,15,1,22,2023,2,1.0,22,4,,634,Female,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,201,46,1,22,2023,2,1.0,22,4,,634,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,301,20,1,22,2021,2,2.0,22,4,,634,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,101,28,1,22,2022,1,1.0,22,4,13.0,198,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,22,1,301,19,1,22,2022,2,1.0,22,4,,198,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,101,35,1,22,2020,1,2.0,22,4,32.0,198,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,22,1,101,33,1,22,2023,1,1.0,22,4,4.0,198,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,22,1,201,47,1,22,2022,2,2.0,22,4,,198,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,201,34,1,22,2021,2,2.0,22,4,,198,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,101,38,1,22,2021,1,2.0,22,4,16.0,272,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,22,1,201,30,1,22,2023,2,2.0,22,4,,272,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,101,33,1,22,2022,1,2.0,22,4,17.0,272,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,22,1,101,53,1,22,2023,1,1.0,22,4,6.0,272,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,22,1,301,22,1,22,2023,2,1.0,22,4,,272,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,301,17,1,22,2021,2,2.0,22,4,,272,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,301,24,1,22,2021,2,2.0,22,4,,272,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,201,33,1,22,2022,2,2.0,22,4,,272,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,201,39,1,22,2023,2,1.0,22,4,,272,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,201,31,1,22,2023,2,2.0,22,4,,272,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,201,29,1,22,2023,2,2.0,22,4,,272,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,101,80,1,22,2023,1,1.0,22,4,4.0,291,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,22,2,201,78,1,22,2023,1,1.0,22,4,4.0,291,Female,Job search,Economic,Established,Low,Mexico,Guatemala
1,22,1,301,52,1,22,2023,2,2.0,22,4,,291,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,201,36,1,22,2021,2,2.0,22,4,,291,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,101,44,1,22,2020,1,,22,4,6.0,210,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,22,2,201,39,1,22,2023,1,1.0,22,4,2.0,210,Female,Job search,Economic,Established,Low,Mexico,Guatemala
1,22,1,201,35,1,22,2021,2,2.0,22,4,,210,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,403,22,1,22,2021,2,1.0,22,4,,210,Male,Job search,Economic,Returned,Low,Mexico,Dominican Republic
1,22,1,201,41,1,22,2022,2,2.0,22,4,,210,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,201,25,1,22,2023,2,2.0,22,4,,255,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,301,21,1,22,2023,2,1.0,22,4,,255,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,201,39,1,22,2023,2,1.0,22,4,,255,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,2,301,18,1,22,2020,2,1.0,22,4,,255,Female,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,301,15,1,22,2020,2,1.0,22,4,,255,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,201,31,1,22,2021,2,2.0,22,4,,401,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,201,29,1,22,2021,2,2.0,22,4,,401,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,201,38,1,22,2022,2,2.0,22,4,,401,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,221,2,301,18,1,22,2022,2,1.0,22,4,,401,Female,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,301,15,1,22,2022,1,,22,4,13.0,174,Male,Job search,Economic,Established,Low,Mexico,United States
1,22,1,101,49,1,22,2020,1,1.0,22,4,28.0,362,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,22,1,201,55,1,22,2023,2,2.0,22,4,,261,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,7,1,101,25,1,22,2023,2,1.0,22,4,,261,Male,Job search,Economic,Returned,Low,Mexico,Mexico
1,9,1,201,52,1,22,2023,2,1.0,22,4,,261,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,2,401,50,1,22,2020,2,1.0,22,4,,261,Female,Job search,Economic,Returned,Low,Mexico,Cuba
1,22,1,403,26,1,22,2020,2,1.0,22,4,,261,Male,Job search,Economic,Returned,Low,Mexico,Dominican Republic
1,22,1,403,22,1,22,2020,2,1.0,22,4,,261,Male,Job search,Economic,Returned,Low,Mexico,Dominican Republic
1,22,2,403,19,1,22,2020,2,1.0,22,4,,261,Female,Job search,Economic,Returned,Low,Mexico,Dominican Republic
1,22,1,303,21,1,22,2023,2,1.0,22,4,,261,Male,Job search,Economic,Returned,Low,Mexico,Puerto Rico
1,22,1,301,25,1,22,2022,2,1.0,22,4,,346,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,301,29,1,22,2023,2,1.0,22,4,,346,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,101,37,1,22,2020,1,1.0,22,4,9.0,346,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,22,1,201,29,1,22,2022,2,2.0,22,4,,346,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,201,57,1,22,2022,2,1.0,22,4,,218,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,301,18,1,22,2023,2,2.0,22,4,,354,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,301,22,1,22,2023,2,2.0,22,4,,354,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,301,20,1,22,2023,2,2.0,22,4,,157,Male,Job search,Economic,Returned,Low,Mexico,United States
1,13,1,201,42,1,22,2022,2,2.0,22,4,,353,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,24,1,201,49,1,22,2023,2,2.0,22,4,,184,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,22,1,301,18,1,22,2023,2,1.0,22,4,,155,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,301,28,1,22,2023,2,1.0,22,4,,155,Male,Job search,Economic,Returned,Low,Mexico,United States
1,22,1,101,18,1,22,2019,1,1.0,22,4,9.0,155,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,22,1,101,66,1,22,2019,1,1.0,22,4,12.0,155,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,20,2,301,24,2,9,2019,2,,23,1,,146,Female,Family reunification,Social,Returned,Upper-Middle,Mexico,United States
1,23,1,301,40,1,23,2022,1,,23,1,4.0,159,Male,Job search,Economic,Established,Upper-Middle,Mexico,United States
1,23,1,201,29,1,23,2022,2,2.0,23,1,,126,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,213,1,201,31,1,23,2022,2,,23,1,,142,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,216,1,101,48,1,23,2023,1,1.0,23,1,2.0,142,Male,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
1,23,1,301,26,1,23,2021,2,,23,1,,201,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,4,2,301,50,1,23,2019,1,,23,1,49.0,174,Female,Job search,Economic,Established,Upper-Middle,Mexico,United States
1,31,1,101,29,1,23,2021,1,,23,1,2.0,127,Male,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
1,27,1,201,53,1,23,2022,2,,23,1,,150,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,23,1,301,33,1,23,2021,2,,23,1,,156,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,19,1,101,30,2,19,2021,1,1.0,23,1,12.0,151,Male,Family reunification,Social,Established,Upper-Middle,Mexico,Mexico
1,23,2,301,24,1,23,2022,2,,23,1,,164,Female,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,16,2,301,31,1,23,2021,2,1.0,23,1,,144,Female,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,23,2,403,21,1,23,2021,1,,23,1,12.0,178,Female,Job search,Economic,Established,Upper-Middle,Mexico,Dominican Republic
1,29,2,501,21,2,21,2021,1,1.0,23,1,18.0,209,Female,Family reunification,Social,Established,Upper-Middle,Mexico,Colombia
1,9,2,201,39,1,23,2020,2,1.0,23,1,,204,Female,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,9,1,101,21,1,23,2022,1,,23,1,4.0,196,Male,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
1,14,2,301,28,1,23,2020,2,,23,1,,163,Female,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,23,2,408,21,1,23,2021,1,1.0,23,1,17.0,390,Female,Job search,Economic,Established,Upper-Middle,Mexico,Haiti
1,23,2,301,24,1,23,2023,2,,23,1,,146,Female,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,30,1,101,26,1,23,2021,1,1.0,23,1,5.0,124,Male,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
1,7,1,201,22,1,23,2020,2,2.0,23,1,,93,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,9,1,303,34,1,23,2023,2,1.0,23,1,,178,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Puerto Rico
1,213,2,301,23,1,23,2023,2,,23,1,,156,Female,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,23,1,201,37,1,23,2023,2,1.0,23,2,,99,Male,Job search,Economic,Returned,Middle,Mexico,Guatemala
1,12,2,403,28,1,23,2022,2,1.0,23,2,,146,Female,Job search,Economic,Returned,Middle,Mexico,Dominican Republic
1,214,1,101,52,1,23,2022,1,1.0,23,3,2.0,148,Male,Job search,Economic,Established,Lower-Middle,Mexico,Mexico
1,23,1,416,53,1,23,2023,2,,23,3,,116,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Barbados
1,23,1,418,20,1,23,2021,2,2.0,23,3,,202,Male,Job search,Economic,Returned,Lower-Middle,Mexico,Other Caribbean
1,27,1,201,39,1,23,2021,2,2.0,23,1,,114,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,221,2,301,13,1,23,2023,2,1.0,23,4,,229,Female,Job search,Economic,Returned,Low,Mexico,United States
1,213,1,418,29,1,23,2023,2,,23,4,,288,Male,Job search,Economic,Returned,Low,Mexico,Other Caribbean
1,24,1,301,19,1,24,2023,2,,24,1,,230,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,214,1,303,27,1,24,2023,2,,24,1,,244,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Puerto Rico
1,24,1,301,26,1,24,2022,2,1.0,24,1,,192,Male,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,24,2,501,45,1,24,2020,2,1.0,24,1,,193,Female,Job search,Economic,Returned,Upper-Middle,Mexico,Colombia
1,24,1,201,38,1,24,2019,2,,24,1,,174,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,24,1,201,31,1,24,2019,2,1.0,24,1,,270,Male,Job search,Economic,Returned,Upper-Middle,Mexico,Guatemala
1,24,1,101,36,2,4,2018,1,1.0,24,1,8.0,226,Male,Family reunification,Social,Established,Upper-Middle,Mexico,Mexico
1,24,2,101,53,1,24,2022,1,1.0,24,1,16.0,241,Female,Job search,Economic,Established,Upper-Middle,Mexico,Mexico
1,24,2,301,22,1,24,2023,2,,24,1,,205,Female,Job search,Economic,Returned,Upper-Middle,Mexico,United States
1,9,1,201,34,1,24,2023,2,1.0,24,4,,178,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,24,1,301,24,1,24,2023,2,1.0,24,4,,178,Male,Job search,Economic,Returned,Low,Mexico,United States
1,24,1,301,19,1,24,2022,2,1.0,24,4,,178,Male,Job search,Economic,Returned,Low,Mexico,United States
1,1,1,101,51,1,24,2023,1,1.0,24,4,2.0,193,Male,Job search,Economic,Established,Low,Mexico,Mexico
1,32,1,413,24,1,24,2023,2,2.0,24,4,,193,Male,Job search,Economic,Returned,Low,Mexico,Jamaica
1,24,1,301,44,1,24,2021,2,2.0,24,4,,193,Male,Job search,Economic,Returned,Low,Mexico,United States
1,24,1,201,30,1,24,2023,2,1.0,24,4,,192,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,24,1,201,33,1,24,2021,2,2.0,24,4,,192,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,24,1,201,45,1,24,2022,2,2.0,24,4,,185,Male,Job search,Economic,Returned,Low,Mexico,Guatemala
1,19,1,301,24,1,24,2022,2,2.0,24,4,,185,Male,Job search,Economic,Returned,Low,Mexico,United States
1,24,1,301,28,1,24,2022,2,1.0,24,4,,185,Male,Job search,Economic,Returned,Low,Mexico,United States
1,24,1,301,19,1,24,2022,2,1.0,24,4,,185,Male,Job search,Economic,Returned,Low,Mexico,United States
1,14,2,101,27,2,14,2021,1,2.0,24,4,12.0,185,Female,Family reunification,Social,Established,Low,Mexico,Mexico
1,24,1,301,20,1,24,2022,2,2.0,24,4,,185,Male,Job search,Economic,Returned,Low,Mexico,United States
1,24,1,301,31,1,24,2021,2,2.0,24,4,,185,Male,Job search,Economic,Returned,Low,Mexico,United States
1,24,1,418,40,1,24,2023,2,1.0,24,4,,177,Male,Job search,Economic,Returned,Low,Mexico,Other Caribbean
