"upm","viv_sel","hogar","n_ren","llave_mig","llave_per","llave_hog","llave_viv","ent","tam_loc","p4_4","p4_5","p4_5c","p4_6","p4_7","p4_7c","p4_8","p4_9","p4_9c","p4_10_1","p4_10_2","p4_11","p4_11c","p4_12","p4_12c","p4_13","p4_14","p4_14c","p4_15","p4_15c","p4_16","p4_16c","p4_17","p4_17c","p4_18_1","p4_18_2","p4_19","p4_19c","p4_20_1","p4_20_2","fac_hog","t_loc_ur","t_loc_ag1","p4_8_ag1","p4_8_ag2","doc_mig","cond_resid","tpo_mig","tpo_mig_ag","estrato","est_dis","upm_dis"
"1160437","02","1","01","116043702101","116043702101","1160437021","116043702","11","4","1","1","011","1","1","101","054","1","011","03","2023","1","221","6","03","1","2","02","2","260","","","7","003","09","2023","3","03","1","01",395,"2","2","11","3","1","1","06","1","2","211","05631"
"1160442","06","1","01","116044206101","","1160442061","116044206","11","4","1","1","011","1","5","418","032","1","011","02","2023","1","221","7","10","2","2","02","1","221","7","10","","","","","","","","",543,"2","2","7","3","1","2","","","2","211","05632"
"1160442","09","1","01","116044209101","","1160442091","116044209","11","4","1","1","011","1","3","301","025","1","011","09","2022","1","221","3","06","2","2","02","1","221","3","06","","","","","","","","",543,"2","2","6","2","1","2","","","2","211","05632"
"1160442","15","1","01","116044215101","","1160442151","116044215","11","4","1","1","011","1","2","201","038","1","011","01","2023","1","221","7","40","2","2","02","1","221","7","40","","","","","","","","",543,"2","2","8","3","1","2","","","2","211","05632"
"1160458","05","1","01","116045805101","","1160458051","116045805","11","4","1","1","011","1","2","201","036","1","011","07","2023","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",492,"2","2","8","3","2","2","","","2","211","05633"
"1160461","18","1","01","116046118101","","1160461181","116046118","11","4","1","1","011","1","2","201","028","1","011","05","2023","1","221","7","10","2","2","02","1","221","7","10","","","","","","","","",514,"2","2","6","2","1","2","","","2","211","05634"
"1160480","02","1","01","116048002101","","1160480021","116048002","11","4","1","1","011","1","2","201","045","1","011","02","2023","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",514,"2","2","10","3","2","2","","","1","210","05635"
"1160480","17","1","01","116048017101","","1160480171","116048017","11","4","1","1","011","1","3","301","019","1","011","11","2021","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",514,"2","2","4","2","2","2","","","1","210","05635"
"1160480","17","1","02","116048017102","","1160480171","116048017","11","4","1","1","011","1","3","301","018","1","011","01","2022","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",514,"2","2","4","2","2","2","","","1","210","05635"
"1160480","20","1","01","116048020101","","1160480201","116048020","11","4","1","1","011","1","3","301","024","1","011","11","2022","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",514,"2","2","5","2","2","2","","","1","210","05635"
"1160549","04","1","01","116054904101","116054904101","1160549041","116054904","11","4","1","1","011","1","1","101","029","1","011","11","2019","1","221","2","02","7","1","01","2","260","","","2","002","01","2022","3","03","1","01",413,"2","2","6","2","2","1","26","2","1","210","05637"
"1160549","08","1","01","116054908101","","1160549081","116054908","11","4","1","1","011","1","3","301","018","1","011","12","2021","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",413,"2","2","4","2","2","2","","","1","210","05637"
"1160549","16","1","01","116054916101","","1160549161","116054916","11","4","1","1","011","1","3","301","018","1","011","09","2021","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",413,"2","2","4","2","2","2","","","1","210","05637"
"1160572","12","1","01","116057212101","","1160572121","116057212","11","4","1","1","011","1","1","101","035","1","011","11","2022","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",570,"2","2","8","3","2","2","","","1","210","05638"
"1160576","04","1","01","116057604101","","1160576041","116057604","11","4","1","1","011","2","8","403","048","1","011","05","2022","1","221","2","02","2","1","01","1","221","2","02","","","","","","","","",426,"2","2","10","3","1","2","","","2","211","05639"
"1160598","03","1","01","116059803101","","1160598031","116059803","11","4","1","1","011","1","3","301","022","1","011","04","2019","1","221","7","24","7","1","01","1","221","7","24","","","","","","","","",536,"2","2","5","2","2","2","","","1","210","05640"
"1160598","10","1","01","116059810101","","1160598101","116059810","11","4","1","1","011","1","2","201","038","1","011","01","2023","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",536,"2","2","8","3","2","2","","","1","210","05640"
"1160598","13","1","01","116059813101","","1160598131","116059813","11","4","1","1","011","1","2","201","033","1","011","01","2022","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",536,"2","2","7","3","2","2","","","1","210","05640"
"1160598","17","1","01","116059817101","","1160598171","116059817","11","4","1","1","011","1","2","201","019","1","011","12","2022","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",536,"2","2","4","2","2","2","","","1","210","05640"
"1160598","18","1","01","116059818101","","1160598181","116059818","11","4","1","1","011","1","2","201","043","1","011","12","2022","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",536,"2","2","9","3","2","2","","","1","210","05640"
"1160708","02","1","01","116070802101","","1160708021","116070802","11","4","1","1","011","1","3","301","029","1","011","03","2021","1","221","7","07","7","1","01","1","221","7","07","","","","","","","","",524,"2","2","6","2","2","2","","","1","210","05642"
"1160708","03","1","01","116070803101","","1160708031","116070803","11","4","1","1","011","1","2","201","030","1","011","11","2022","1","221","7","28","7","1","01","1","221","7","28","","","","","","","","",524,"2","2","7","3","2","2","","","1","210","05642"
"1160708","04","1","01","116070804101","116070804102","1160708041","116070804","11","4","1","1","011","1","3","301","025","1","011","02","2023","1","221","7","38","2","2","02","2","260","","","7","038","07","2023","2","02","1","02",524,"2","2","6","2","1","1","05","1","1","210","05642"
"1160708","15","1","01","116070815101","","1160708151","116070815","11","4","1","1","011","1","3","301","024","1","011","04","2019","1","221","7","28","7","1","01","1","221","7","28","","","","","","","","",524,"2","2","5","2","2","2","","","1","210","05642"
"1160718","07","1","01","116071807101","","1160718071","116071807","11","4","1","2","014","2","8","401","053","1","011","11","2021","1","221","7","22","5","3","03","1","221","7","22","","","","","","","","",593,"2","2","11","3","1","2","","","2","211","05643"
"1160751","10","1","01","116075110101","","1160751101","116075110","11","4","1","1","011","1","3","301","043","1","011","08","2020","1","221","2","02","2","2","02","1","221","2","02","","","","","","","","",513,"2","2","9","3","1","2","","","2","211","05644"
"1160751","14","1","01","116075114101","","1160751141","116075114","11","4","1","1","011","1","2","201","051","1","011","11","2022","1","221","7","20","2","2","02","1","221","7","20","","","","","","","","",513,"2","2","11","3","1","2","","","2","211","05644"
"1160756","02","1","01","116075602101","","1160756021","116075602","11","4","1","1","011","1","3","301","028","1","011","03","2023","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",402,"2","2","6","2","2","2","","","1","210","05645"
"1160756","09","1","01","116075609101","","1160756091","116075609","11","4","1","1","011","1","3","301","025","1","011","11","2020","1","221","4","04","2","1","01","1","221","4","04","","","","","","","","",402,"2","2","6","2","1","2","","","1","210","05645"
"1160756","20","1","01","116075620101","","1160756201","116075620","11","4","1","1","011","1","2","201","027","1","011","08","2023","1","221","7","40","2","1","01","1","221","7","40","","","","","","","","",402,"2","2","6","2","1","2","","","1","210","05645"
"1160756","21","1","01","116075621101","","1160756211","116075621","11","4","1","1","011","1","5","418","023","1","011","11","2022","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",402,"2","2","5","2","2","2","","","1","210","05645"
"1160762","11","1","01","116076211101","","1160762111","116076211","11","4","1","1","011","1","5","418","020","1","011","06","2023","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",507,"2","2","5","2","2","2","","","2","211","05646"
"1160762","16","1","01","116076216101","","1160762161","116076216","11","4","1","1","011","1","5","418","029","1","011","02","2022","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",507,"2","2","6","2","2","2","","","2","211","05646"
"1161000","06","1","01","116100006101","116100006101","1161000061","116100006","11","4","1","1","011","1","1","101","038","1","011","01","2020","1","221","3","06","2","2","02","2","260","","","3","006","05","2020","3","03","1","01",609,"2","2","8","3","1","1","04","1","1","210","05648"
"1161000","07","1","01","116100007101","","1161000071","116100007","11","4","1","1","011","2","3","301","034","1","011","02","2020","1","221","1","01","1","1","01","1","221","1","01","","","","","","","","",609,"2","2","7","3","1","2","","","1","210","05648"
"1161000","08","1","01","116100008101","","1161000081","116100008","11","4","1","1","011","1","2","201","031","1","011","05","2023","1","221","1","01","2","2","02","1","221","1","01","","","","","","","","",609,"2","2","7","3","1","2","","","1","210","05648"
"1161000","13","1","01","116100013101","116100013101","1161000131","116100013","11","4","1","1","011","1","1","101","025","1","011","04","2022","1","221","7","10","2","2","02","2","260","","","7","010","09","2022","3","03","1","01",609,"2","2","6","2","1","1","05","1","1","210","05648"
"1161000","16","1","01","116100016101","","1161000161","116100016","11","4","1","1","011","1","2","201","026","1","011","06","2023","2","213","","","","2","02","3","213","","","","","","","","","","",609,"2","2","6","2","","2","","","1","210","05648"
"1161022","05","1","01","116102205101","","1161022051","116102205","11","4","1","1","011","1","5","418","032","1","011","04","2023","1","221","2","02","2","2","02","1","221","2","02","","","","","","","","",395,"2","2","7","3","1","2","","","2","211","05649"
"1161022","11","1","01","116102211101","","1161022111","116102211","11","4","1","1","011","1","2","201","031","1","011","03","2023","1","221","1","01","2","2","02","1","221","7","10","","","","","","","","",395,"2","2","7","3","1","2","","","2","211","05649"
"1161074","03","1","01","116107403101","116107403103","1161074031","116107403","11","4","1","1","011","1","3","301","022","1","011","01","2023","1","221","3","06","2","2","02","2","260","","","3","006","06","2023","9","09","1","03",575,"2","2","5","2","1","1","05","1","2","211","05651"
"1161074","07","1","01","116107407101","","1161074071","116107407","11","4","1","1","011","1","2","201","024","1","011","02","2020","1","221","7","19","7","1","01","1","221","7","19","","","","","","","","",575,"2","2","5","2","2","2","","","2","211","05651"
"1161074","11","1","01","116107411101","","1161074111","116107411","11","4","1","1","011","1","3","301","024","1","011","03","2021","1","221","7","29","7","1","01","1","221","7","29","","","","","","","","",575,"2","2","5","2","2","2","","","2","211","05651"
"1161074","11","1","02","116107411102","","1161074111","116107411","11","4","1","1","011","1","3","301","027","1","011","03","2021","1","221","7","29","7","1","01","1","221","7","29","","","","","","","","",575,"2","2","6","2","2","2","","","2","211","05651"
"1161074","20","1","01","116107420101","","1161074201","116107420","11","4","1","1","011","1","3","301","022","1","011","06","2022","1","221","4","04","2","2","02","1","221","4","04","","","","","","","","",575,"2","2","5","2","1","2","","","2","211","05651"
"1161180","05","1","01","116118005101","","1161180051","116118005","11","4","1","1","011","1","2","201","049","1","011","09","2020","1","221","7","21","7","1","01","1","221","7","21","","","","","","","","",562,"2","2","10","3","2","2","","","1","210","05653"
"1161180","07","1","01","116118007101","","1161180071","116118007","11","4","1","2","016","2","8","403","030","1","011","02","2022","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",562,"2","2","7","3","2","2","","","1","210","05653"
